Actual,Hermann_TF,360Security,6Rooms,80sMovie,9YinZhenJing,Anghami,BaiDu,Crackle,eBay,EFood,FrostWire,FsecureFreedomeVPN,Go90,Google+,GoogleAllo,GoogleCast,GoogleMap,GooglePhotos,GooglePlay,GroupMe,Guvera,Hangouts,HidemanVPN,Hidemyass,Hooq,HotSpot,IFengNews,InterVoip,LRR,MeinO2,Minecraft,Mobily,Narutom,NetTalk,NileFM,Palringo,PaltalkScene,PrivateTunnelVPN,PureVPN,QianXunYingShi,QQ,QQReader,RaidCall,Repubblica,RiyadBank,Ryanair,SayHi,Shadowsocks,SmartVoip,Sogou
RaidCall	FrostWire	0,0.00000006,0.00099879,0.000004,0.01219684,0.00000381,0,0.11958342,0,0.2485033,0.00000567,0,0.00029476,0,0.08423414,0.10896904,0.00314976,0.00289244,0.00062786,0.00006707,0.00812587,0.00000006,0.00123099,0.12557177,0.0063777,0.00590947,0.00000018,0,0,0.00131747,0.00000013,0,0.00024843,0.05165499,0.00000004,0.02130365,0.00000002,0.00002518,0.00002964,0,0.00226238,0.18963119,0,0.00466269,0,0.00011165,0,0.00000541,0.00000012
HotSpot	HotSpot	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQ	QQ	0.00600649,0.01825372,0.01390671,0.00562446,0.01270606,0.03906532,0.00680965,0.02766261,0.00542424,0.00454947,0.00585637,0.00976921,0.01382952,0.01647653,0.00401051,0.01419064,0.0047286,0.13477175,0.00803158,0.00527658,0.01076811,0.01696618,0.00616382,0.01143036,0.0210583,0.01253563,0.01180082,0.00786854,0.00705129,0.00525987,0.00699907,0.01325046,0.00747589,0.00589456,0.00858506,0.03067695,0.01119368,0.01228823,0.01306846,0.3022593,0.04370914,0.00866787,0.02269154,0.00321425,0.00509674,0.01756162,0.00487269,0.00987323,0.00476835
QQ	QQ	0.00000725,0.00000356,0.00002462,0.00000587,0.00000052,0.00000171,0.00000321,0.00000265,0.00000304,0.0000027,0.00001855,0.00000635,0.00004584,0.00009884,0.00000245,0.00000322,0.00000561,0.00000087,0.0000761,0.0000056,0.00000097,0.00000174,0.00000847,0.00000132,0.00000389,0.000008,0.00000916,0.0000098,0.00000389,0.00000425,0.00001093,0.00000383,0.00005337,0.00000137,0.00000303,0.00000302,0.00002408,0.000007,0.00000483,0.99945606,0.00000419,0.00000684,0.00000913,0.0000006,0.00000322,0.00000364,0.00002156,0.00001079,0.00000249
6Rooms	6Rooms	0.00195973,0.53465705,0.00534487,0.00309903,0.0172399,0.00531188,0.01374985,0.01963353,0.00132776,0.00260509,0.00182183,0.00666571,0.00933896,0.0097467,0.00170707,0.00901066,0.00122365,0.18115617,0.00416037,0.00573517,0.00186839,0.01294794,0.00211108,0.00299942,0.00154329,0.00533644,0.00326394,0.00209192,0.00136977,0.0012886,0.002515,0.00567393,0.00219841,0.00082534,0.00222233,0.00161596,0.00762974,0.00181384,0.00921259,0.00678801,0.00356208,0.00090781,0.02295866,0.00052162,0.00130549,0.05115665,0.00153664,0.00560181,0.00163832
SayHi	SayHi	0.00225758,0.011839,0.00522692,0.00386297,0.00477565,0.00673333,0.00255945,0.02102065,0.00203873,0.00170994,0.00220115,0.0047898,0.00595126,0.00338898,0.00150737,0.00352338,0.00177727,0.00745838,0.00301872,0.00198323,0.01254731,0.03170039,0.00231671,0.00957669,0.01499685,0.01027427,0.00443541,0.00295744,0.00900192,0.00197695,0.00263064,0.00498027,0.00280986,0.00153799,0.00322675,0.0095598,0.00202748,0.00461861,0.00491186,0.01639982,0.02295145,0.001494,0.00466732,0.0012081,0.00191564,0.71145297,0.00183143,0.00257609,0.00179221
HotSpot	HotSpot	0.00429463,0.01305138,0.01662171,0.0073486,0.00908481,0.02743581,0.00486889,0.02849163,0.00387832,0.00325286,0.00418729,0.00417848,0.01630839,0.00644692,0.0041307,0.0046529,0.00338094,0.00844777,0.00574256,0.00377274,0.00874307,0.0475373,0.00440712,0.01036726,0.24235386,0.00896296,0.00843757,0.005626,0.00504166,0.0037608,0.00500432,0.01364757,0.00534525,0.00292575,0.0061383,0.0202471,0.0130244,0.05230392,0.01185301,0.1953497,0.01187244,0.00284207,0.00887873,0.00229818,0.00364416,0.10648153,0.00501872,0.00490055,0.00340936
FsecureFreedomeVPN	SayHi	0.00247025,0.02470977,0.00354581,0.00223709,0.01944136,0.01036762,0.00225719,0.02274229,0.01972334,0.00158983,0.22659343,0.00199266,0.00142583,0.00943313,0.00108862,0.00384224,0.00300874,0.00146823,0.00271902,0.00187254,0.00133529,0.00948307,0.00261153,0.00720256,0.03732552,0.00387893,0.01126697,0.01069011,0.0273218,0.00323628,0.00305397,0.01294354,0.00288478,0.00530941,0.01149804,0.00805591,0.00119838,0.00310743,0.02254086,0.116146,0.02131921,0.00131361,0.02594209,0.00086145,0.00180707,0.27352659,0.0040309,0.00275519,0.00482453
NileFM	SayHi	0.00029101,0.00269597,0.00030351,0.00025772,0.02476145,0.00069884,0.00023023,0.00219843,0.00019588,0.36281587,0.00089101,0.00020712,0.07828391,0.00050395,0.00009716,0.00156886,0.00018075,0.00009627,0.00326049,0.0001999,0.01273545,0.0087211,0.00515878,0.00128542,0.01008531,0.00037787,0.0019577,0.0003092,0.00013839,0.00019011,0.00037429,0.0007538,0.00535357,0.03068965,0.00579982,0.01122582,0.00079277,0.003382,0.00059549,0.00575906,0.00019012,0.00081724,0.00089731,0.00007624,0.00019279,0.41175805,0.00015697,0.00031967,0.00016769
SayHi	Ryanair	0.00000806,0.00000079,0.00000349,0.00000036,0.11482182,0.04647793,0.00004469,0.00044753,0.16873596,0.00000011,0.00000049,0.00448884,0.00002802,0.00000156,0.00000017,0.0000001,0.00000009,0.00060066,0.00000276,0.00000061,0.00000005,0.01906404,0.00000145,0.00000899,0.01701659,0.00000709,0.00000085,0.00005592,0.00000973,0.00000027,0.00000047,0.0000036,0.00000193,0.00000028,0.00172369,0.00000211,0.0000018,0.00005063,0.00000135,0.00134391,0.00000731,0.00000008,0.00320708,0.00000002,0.58024242,0.04157601,0.00000691,0.00000041,0.00000096
Hooq	Hooq	0.00000001,0.00595312,0.00134564,0.00003047,0.01165583,0.00106446,0,0.08030606,0,0.02146433,0.00000859,0.00000001,0.00261982,0.00000027,0.01399097,0.05013254,0.00095131,0.03656763,0.0016562,0.00123537,0.00777671,0.00002507,0.00021471,0.35284626,0.00904244,0.00350813,0.00000191,0,0,0.00074333,0.00000282,0.00000002,0.0005205,0.00214122,0.0000313,0.06316917,0.00004249,0.00027974,0.00070266,0.00025301,0.02308099,0.00600802,0.0000014,0.01863444,0.00000008,0.28191631,0,0.00007462,0.00000003
6Rooms	6Rooms	0.00036771,0.91251093,0.00422038,0.00032786,0.00379323,0.00039686,0.00104018,0.00150276,0.00115668,0.00021939,0.00034349,0.00265052,0.00188302,0.00029728,0.00013358,0.00050708,0.00023507,0.00023864,0.00036972,0.00026026,0.00047323,0.00111852,0.00039415,0.00039944,0.00389312,0.00050585,0.0006228,0.00301321,0.00070488,0.00054283,0.00046728,0.00044371,0.00041687,0.00187321,0.00108014,0.00080577,0.00525661,0.00036894,0.00115809,0.00069107,0.0004125,0.00059382,0.00078594,0.00010508,0.00025106,0.04033269,0.00020844,0.00040579,0.00022031
HotSpot	PaltalkScene	0.00000014,0.00001393,0.00000001,0.0000001,0.00000009,0,0,0.00000003,0.00000001,0,0.00000003,0.00000001,0.00000224,0.00000001,0.00000526,0.00000011,0.00000005,0.00284816,0.00000031,0.11126471,0.00000004,0,0.00000198,0.0225537,0.00037958,0.00000004,0.00000012,0.00000001,0,0.00000001,0.00000007,0.00000001,0.01303097,0,0,0.8498806,0,0.00000381,0.00000001,0,0.00000003,0.00000001,0.0000003,0,0.00000001,0.00001337,0.00000001,0.0000001,0.00000001
Palringo	Palringo	0,0,0,0,0.00095908,0.00001011,0.00024417,0.00000303,0.00000578,0,0,0.00005209,0.00008801,0.00045615,0,0,0,0.00000202,0,0,0,0.00006088,0,0.00030118,0.00005325,0.00000173,0,0.00006635,0.0008341,0,0,0.00008905,0.00000045,0.00000001,0.63512857,0.00000008,0.00001965,0.00058267,0.34979585,0.00052521,0.00040508,0,0.00011588,0,0.00000025,0.01011443,0.00008489,0,0
GoogleMap	GoogleMap	0.00000029,0.00015218,0.00000431,0.00000104,0.00011085,0.00025146,0.00000003,0.002622,0.00000007,0.00000356,0.00000054,0.00000008,0.00020786,0.00000023,0.00015366,0.75123728,0.00001615,0.03741642,0.00000559,0.00018398,0.00000925,0.00000092,0.00000349,0.00098674,0.00532764,0.00000356,0.00019355,0.00000004,0.00000013,0.00000226,0.00000034,0.0000002,0.00010448,0.00000122,0.00000614,0.10215967,0.00000013,0.00071903,0.0000023,0.00001164,0.00000069,0.00000155,0.00014271,0.0000009,0.00000074,0.09756914,0.00000009,0.0003839,0.00000001
HotSpot	HotSpot	0,0.00004611,0.00000006,0,0.00024974,0.00089205,0,0.0076556,0,0,0.00000086,0,0.00004798,0,0.00000041,0.00002269,0.00000069,0.00632814,0.00002233,0.0000064,0.00000062,0.00000002,0,0.00000044,0.89593543,0.00000193,0,0,0,0.00000307,0,0,0.00000415,0.00000032,0.00000234,0.00001757,0.00000001,0.00000093,0.00000003,0.00000041,0.00000002,0.00000093,0.00000001,0.00000079,0,0.08875791,0,0.00000001,0
SayHi	SayHi	0.00001572,0.00023861,0.00008661,0.000248,0.00015683,0.00076841,0.00001956,0.00026338,0.00001137,0.0001379,0.00027684,0.00001208,0.00059617,0.00004065,0.00002293,0.00012185,0.00010932,0.00010929,0.00019183,0.00001652,0.00019325,0.00008408,0.00003061,0.0001859,0.00073868,0.00010898,0.00011939,0.00001758,0.00000932,0.00007323,0.00002844,0.00007894,0.00021797,0.00003848,0.00006835,0.00039805,0.00017685,0.00048265,0.0000424,0.00234922,0.00011944,0.00008855,0.00005563,0.0000049,0.00001106,0.99068573,0.00001821,0.00003186,0.00009836
Sogou	MeinO2	0.00396345,0.00683131,0.01022673,0.00650177,0.01730232,0.02891818,0.03457991,0.07850997,0.00286573,0.00858402,0.02869315,0.01924885,0.05888029,0.02640268,0.00325084,0.00547999,0.02537979,0.00589291,0.00757588,0.01055757,0.00264021,0.02060868,0.0042229,0.02984883,0.00319018,0.00577683,0.00685257,0.03263219,0.08418244,0.00278069,0.00497655,0.03502959,0.00455196,0.00672963,0.03774305,0.07494905,0.00235727,0.03770214,0.00571484,0.01035596,0.01584321,0.00199034,0.08140422,0.00123556,0.0027889,0.06304994,0.00853808,0.0043943,0.01826453
GooglePlay	GooglePlay	0,0,0,0,0,0,0,0.00000002,0,0,0,0,0.00000012,0,0,0,0,0.99999968,0,0.00000003,0,0,0,0.00000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000009,0,0,0
HidemanVPN	HidemanVPN	0.00000217,0.00000318,0.00000395,0.00000557,0.00000412,0.0000013,0.00001054,0.0000007,0.0000026,0.00000109,0.00000283,0.00000278,0.00000226,0.00000232,0.00000051,0.0000007,0.00000119,0.00002836,0.00001726,0.00000131,0.00000124,0.9995919,0.0000024,0.00000038,0.00001377,0.0000022,0.00000329,0.00000298,0.00000134,0.00000122,0.00000293,0.00000424,0.00000229,0.00000128,0.00000255,0.00000177,0.00000496,0.00002307,0.00000551,0.00021919,0.00000269,0.00000083,0.00000194,0.00000039,0.00000246,0.00000227,0.00000232,0.00000233,0.00000152
BaiDu	BaiDu	0.00003888,0.00018885,0.00003057,0.00028213,0.00022712,0.98955099,0.00016477,0.00004425,0.0001673,0.0000159,0.00004889,0.00007055,0.00039114,0.00010791,0.00000776,0.00003449,0.00004304,0.00001657,0.00002489,0.00001954,0.00005768,0.00201781,0.00004465,0.00029488,0.00051875,0.00060157,0.00005206,0.00020071,0.00038451,0.00001751,0.00005668,0.00008125,0.00003802,0.00003925,0.00009289,0.00045139,0.00002601,0.00016783,0.00003547,0.00000718,0.00038788,0.00001124,0.00017335,0.00000411,0.00004824,0.00249269,0.00013556,0.00004069,0.00004459
QQReader	SayHi	0.00816638,0.02050335,0.00392749,0.00618912,0.00136616,0.00750514,0.00372906,0.00144231,0.00227824,0.00197619,0.00513443,0.00714968,0.00104929,0.00696242,0.00191082,0.00201387,0.00216448,0.0025326,0.02664691,0.00343257,0.01235946,0.00915223,0.00435349,0.00260142,0.01844168,0.0073201,0.00598771,0.00375544,0.00309891,0.01169078,0.00532453,0.00964584,0.00417061,0.00183487,0.00321963,0.00204072,0.00270101,0.01568742,0.00687175,0.01052043,0.21059884,0.02107913,0.00352933,0.00071468,0.00588828,0.49144205,0.00287828,0.00423939,0.00277148
GoogleAllo	GoogleAllo	0.0015628,0.02250178,0.0087476,0.00254621,0.00455343,0.00110629,0.00151099,0.00205294,0.0012392,0.00104963,0.00149123,0.00132407,0.00602695,0.70822433,0.00076787,0.00239382,0.0011078,0.0043468,0.00181011,0.0012313,0.00098747,0.04853625,0.00163935,0.00240256,0.0052021,0.0026438,0.00508124,0.00186608,0.00219347,0.0012021,0.00190238,0.03029648,0.00330954,0.00085641,0.02824164,0.00814172,0.0015887,0.00223291,0.00330916,0.01811169,0.0200771,0.00088004,0.00405622,0.00060966,0.00118853,0.02395977,0.00105833,0.00175351,0.00107664
Anghami	Anghami	0,0,0.0000022,0,0.99998085,0,0,0,0,0,0,0,0,0,0,0.00000008,0,0.00000063,0.00001623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narutom	80sMovie	0.00325523,0.09957931,0.64016454,0,0,0.00000006,0,0,0,0.00000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003693,0,0,0,0.00000017,0.0000001,0.20200153,0,0,0,0,0,0,0,0.00045939,0.00059392,0,0,0,0,0,0,0,0.05025271
eBay	eBay	0.00000001,0.00002042,0.00001349,0.00000036,0.00015364,0.00005454,0.00000011,0.99911174,0.00000018,0.000037,0.00000021,0.00000011,0.00000172,0.00000009,0.00000046,0.00001538,0.00000058,0.00000126,0.00001382,0.00000098,0.00000038,0.00000665,0.00000187,0.00001161,0.0000154,0.00008628,0.00000012,0.00000005,0.00000002,0.00000146,0.00000017,0.00000001,0.00000509,0.00000601,0.00000172,0.00002384,0.00000155,0.00010715,0.0000044,0.00000819,0.00002383,0.00000041,0.00000336,0.00000022,0.00019996,0.0000634,0.00000027,0.00000046,0.00000004
GooglePlay	GooglePlay	0.00000017,0.00000022,0.00000024,0.00000008,0.00000004,0.00000017,0.00000006,0.00000639,0.00000004,0.00000004,0.00000008,0.00000012,0.00085995,0.00000004,0.0003199,0.00000008,0.00001162,0.99830657,0.00000011,0.00000343,0.00047784,0.00000002,0.00000011,0.00000008,0.00000028,0.00000022,0.00000174,0.00000015,0.00000004,0.0000006,0.00000014,0.00000039,0.00000016,0.00000056,0.00000033,0.00000153,0.00000003,0.00000007,0.00000046,0.00000011,0.00000001,0.00000025,0.00000083,0.00000001,0.00000029,0.00000332,0.00000005,0.00000077,0.00000023
Repubblica	Repubblica	0,0,0,0,0.00093733,0.00001733,0.00000044,0,0.00001763,0,0,0.00002778,0.00000022,0.00000023,0,0,0,0.00000002,0,0,0,0.00000042,0,0.00000002,0.00000021,0,0,0.00000003,0.00000013,0,0,0.00000027,0,0,0.00000422,0,0.00000001,0.00000018,0.00000001,0.00000309,0.00000031,0,0.99878589,0,0.00000614,0.00019808,0.00000001,0,0
QQ	QQ	0.00104206,0.0025758,0.00648301,0.00084087,0.00987248,0.00219757,0.00070673,0.07126506,0.00056295,0.00047216,0.00111064,0.00087369,0.00533044,0.00987315,0.00535558,0.00162634,0.00082036,0.00869957,0.00152316,0.00119416,0.00061157,0.00703587,0.0006397,0.00606736,0.01583141,0.0018741,0.00122473,0.00117636,0.00073181,0.00325549,0.00072639,0.00921825,0.00111766,0.00214593,0.00418549,0.00834627,0.00554332,0.01530441,0.00791031,0.75122106,0.00248246,0.00202404,0.002355,0.00033359,0.00283471,0.00649703,0.00199412,0.00439091,0.00049488
HotSpot	HotSpot	0.00001249,0.00030079,0.00141736,0.00002384,0.00021655,0.00003826,0.00000483,0.00170271,0.00000406,0.00008821,0.00002692,0.00000431,0.00092708,0.00001672,0.00008327,0.00232304,0.00006039,0.00364459,0.00005209,0.00003127,0.00026728,0.00216916,0.00010882,0.00382699,0.97492729,0.00122177,0.0000564,0.00000632,0.00001102,0.00002868,0.00002042,0.00026329,0.00005151,0.00009517,0.00001487,0.00057644,0.00002856,0.00236003,0.0001863,0.00201856,0.00012725,0.00006389,0.00008097,0.00009115,0.00000397,0.00031534,0.00000751,0.00002821,0.00006403
InterVoip	InterVoip	0.00051291,0.00078554,0.00099544,0.00068338,0.00078971,0.00506877,0.000537,0.00153183,0.00043403,0.00052698,0.00049473,0.00046569,0.00425031,0.00065881,0.0004232,0.00105273,0.00038316,0.00287464,0.00166736,0.00077975,0.00040383,0.00099661,0.00053216,0.00185637,0.00187344,0.00096376,0.68459466,0.0006415,0.00111311,0.00042096,0.00061087,0.00097195,0.0044547,0.0005589,0.00114234,0.01076891,0.00052865,0.00240855,0.00176456,0.00476057,0.00103049,0.00031311,0.0019401,0.00023435,0.00059354,0.24758098,0.00038017,0.00126558,0.00037932
SayHi	SayHi	0,0,0,0,0.000017,0.00000088,0,0,0.00008646,0,0,0.00000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000001,0,0,0,0,0,0,0,0.00000632,0,0.00000005,0.99988914,0,0,0
HidemanVPN	SayHi	0.00001208,0.03435419,0.00650043,0.00050267,0.23430685,0.02652669,0.00014673,0.04864712,0.00142658,0.00158347,0.00015959,0.0003389,0.00860647,0.00005911,0.00322627,0.00219363,0.00234916,0.05306533,0.00137744,0.00771429,0.0026329,0.00039152,0.00082988,0.0012987,0.08598456,0.00529261,0.00006071,0.00001353,0.0000031,0.00086943,0.00046831,0.00000694,0.00332624,0.00696448,0.00158071,0.04555665,0.0000871,0.00489071,0.00203369,0.00061915,0.01259361,0.00269864,0.00480892,0.00063345,0.00171699,0.38109557,0.00000974,0.00043216,0.000003
QQ	QQ	0.00007176,0.00032082,0.00009089,0.00006442,0.01026516,0.00305735,0.00105837,0.00006032,0.00024374,0.00004426,0.00006744,0.00045802,0.00081655,0.00137025,0.00002836,0.0001252,0.00009985,0.00034504,0.00007506,0.00005234,0.00008735,0.00362993,0.00007646,0.00150828,0.00236233,0.00010459,0.00012407,0.00151392,0.00664866,0.00005035,0.0000901,0.00024783,0.00008242,0.00006992,0.0014894,0.00002927,0.00028035,0.00140317,0.00007183,0.95617531,0.00108269,0.00007006,0.0010991,0.00002237,0.00070313,0.001959,0.0001786,0.00007956,0.00004471
QQ	QQ	0,0,0,0,0.00012295,0.00000058,0.10708502,0,0.0000001,0,0,0.00000601,0.00000265,0.00001271,0,0,0,0,0,0,0,0.08337739,0,0,0.00000005,0,0,0.00000128,0.00000136,0,0,0.00000001,0,0,0.19941803,0,0.00002105,0,0.00000008,0.58707945,0.00008089,0,0.0226858,0,0,0.0000033,0.00010128,0,0
QQReader	SayHi	0.01167853,0.03522606,0.01911841,0.00536771,0.0934177,0.01829956,0.0064988,0.07540864,0.01701096,0.00434179,0.00558903,0.00557727,0.01674228,0.0123958,0.00382744,0.01134869,0.00451274,0.01893787,0.0110415,0.00503571,0.01027656,0.02332445,0.00588245,0.00757267,0.03164628,0.0119634,0.01126213,0.00750936,0.0067294,0.00917279,0.00667957,0.02310776,0.00713463,0.00390518,0.00819316,0.03609995,0.01152192,0.01689339,0.00865792,0.04680598,0.03288375,0.00379348,0.01185097,0.00306753,0.00486408,0.24671008,0.00465026,0.00654106,0.00992337
PaltalkScene	PaltalkScene	0.00015334,0.02853097,0.00845459,0.00196447,0.0516152,0.01821307,0.00017385,0.03426851,0.00013848,0.00578777,0.00083569,0.0001492,0.01111693,0.00063225,0.00685175,0.01244158,0.00260618,0.04369365,0.00564314,0.00384793,0.00612398,0.00229814,0.00163998,0.01434042,0.01593188,0.01190679,0.00089449,0.00020088,0.00025932,0.00343609,0.00082146,0.00033828,0.00343966,0.00327463,0.00246134,0.60814949,0.0022162,0.0055482,0.00626735,0.00711371,0.02454975,0.00265013,0.00150814,0.00454826,0.00038379,0.03022371,0.0001244,0.00205562,0.00017536
QQ	QQ	0.0008489,0.04018777,0.00283125,0.00079491,0.00179575,0.00227092,0.00096241,0.00964544,0.00076661,0.00064298,0.00119229,0.00118978,0.02226476,0.0018357,0.00056681,0.00132487,0.00245766,0.00286351,0.00163514,0.00196302,0.00083283,0.00438165,0.00087113,0.00112144,0.00550337,0.00177166,0.00166781,0.00111206,0.00203031,0.00074338,0.00098918,0.00187269,0.00105657,0.00057832,0.00202826,0.00183531,0.00076238,0.0017367,0.00128215,0.85653872,0.00234677,0.00102656,0.00175501,0.00045427,0.00072032,0.00248199,0.00281609,0.00096867,0.00067391
GooglePlay	GooglePlay	0.00000003,0.00000014,0.0000027,0.00000036,0.0001599,0.0000005,0,0.00024821,0.00000001,0.00000172,0.00000049,0,0.00076597,0.00000014,0.00013064,0.00005524,0.0000116,0.95210839,0.0000118,0.00000431,0.00130798,0.00000119,0.00001476,0.03899643,0.00032815,0.00000812,0.00000036,0.00000001,0,0.00000098,0.00000008,0.00000001,0.00000196,0.00000867,0.00000004,0.00327487,0.00000001,0.00000346,0.00000058,0.00002719,0.00000577,0.00001102,0.00000067,0.00000165,0,0.00250191,0,0.0000001,0.0000019
